,x_mean_PSD,x_max_PSD_f,x_max_PSD,x_PSD_above_20,y_mean_PSD,y_max_PSD_f,y_max_PSD,y_PSD_above_20,z_mean_PSD,z_max_PSD_f,z_max_PSD,z_PSD_above_20,surface
130,(5.690687749786315+0j),10.8,(90.13206102486045+0j),10,(12.061854346115114+0j),15.700000000000001,(125.6687785084543+0j),28,(32.86965307184035+0j),14.4,(258.94279528473265+0j),76,KO
131,(5.5245355155745255+0j),10.200000000000001,(130.27619662341522+0j),16,(9.976966842761051+0j),10.5,(179.64144511580002+0j),24,(23.815573482852965+0j),10.5,(355.25189458460875+0j),54,KO
132,(7.714266439568487+0j),11.8,(106.17443236642116+0j),24,(17.004239360788485+0j),14.8,(142.84848168018607+0j),49,(40.703848585738605+0j),12.0,(308.783806243525+0j),97,KO
133,(4.529618015734274+0j),13.200000000000001,(43.517797592448986+0j),6,(8.952722151546718+0j),14.8,(82.43106479938416+0j),15,(31.444460926150647+0j),11.600000000000001,(369.6913736420702+0j),35,KO
134,(12.680261910834128+0j),11.3,(150.282709030315+0j),32,(13.878807716698109+0j),13.700000000000001,(202.07779876599415+0j),33,(49.097545049313375+0j),10.9,(862.6074643844797+0j),73,KO
135,(14.904816764383394+0j),10.9,(210.7948064785084+0j),47,(13.845561482544046+0j),11.4,(187.86794680366745+0j),37,(55.2774287718381+0j),12.3,(846.186651201206+0j),91,KO
136,(15.657890697698512+0j),11.700000000000001,(200.31997064831197+0j),50,(13.160018987001092+0j),10.3,(160.69713225744457+0j),40,(41.24863388743735+0j),10.100000000000001,(562.9919715675206+0j),75,KO
137,(17.17185612728726+0j),11.200000000000001,(223.9548363466237+0j),47,(12.56995403437214+0j),12.200000000000001,(95.27525624262228+0j),40,(51.337308458625294+0j),10.0,(608.7082134017182+0j),82,KO
138,(14.495437526436517+0j),11.3,(131.37937389184418+0j),38,(7.926280857445416+0j),10.4,(98.52324678791727+0j),22,(40.49211300559741+0j),10.9,(422.80893064441665+0j),73,KO
139,(22.920629512354044+0j),11.600000000000001,(227.65518091521895+0j),61,(11.913729251304646+0j),12.4,(113.99718789025763+0j),39,(57.630969639653934+0j),12.4,(468.2511740677144+0j),105,KO
140,(18.820994850179645+0j),13.100000000000001,(283.84891637360636+0j),41,(9.510425778168985+0j),12.0,(111.16612651738937+0j),25,(54.71545421581176+0j),13.100000000000001,(1589.9449192209654+0j),90,KO
141,(19.27295151107325+0j),10.200000000000001,(199.03568876074502+0j),29,(10.253645987733435+0j),10.0,(118.22981520870468+0j),11,(60.89765985158605+0j),11.4,(444.89759456932956+0j),51,KO
142,(2.709106002806165+0j),10.0,(30.71015082406343+0j),4,(5.82270764911359+0j),10.4,(42.58721463832527+0j),18,(7.102851726920035+0j),12.5,(45.18835636628749+0j),18,RW
143,(2.959927038920232+0j),12.987012987012987,(22.796087711418117+0j),3,(6.103372050863168+0j),12.587412587412588,(56.31789528792372+0j),14,(11.051867689498202+0j),10.08991008991009,(133.83127281214686+0j),29,RW
144,(2.8302998441374916+0j),10.9,(45.6906682041454+0j),3,(5.529699517365695+0j),11.3,(45.78189541060974+0j),15,(9.723560726689902+0j),11.5,(89.18556704770234+0j),23,RW
145,(2.236539701372053+0j),10.700000000000001,(22.897633426256423+0j),3,(4.293752845783009+0j),11.200000000000001,(45.02017597959671+0j),10,(6.1347517948134+0j),10.8,(68.125636707722+0j),13,RW
146,(2.779196426405504+0j),10.600000000000001,(23.785720415300418+0j),3,(4.266511285434056+0j),12.600000000000001,(77.1343036498108+0j),2,(5.334445384863939+0j),10.0,(50.66284041317913+0j),6,RW
147,(1.9384828264453424+0j),10.08991008991009,(55.209312665043214+0j),3,(3.929558004358984+0j),10.08991008991009,(68.64056006248967+0j),7,(10.550012309250762+0j),10.08991008991009,(423.87987603198434+0j),20,RW
148,(1.6419967442193992+0j),10.4,(47.28593687724904+0j),2,(3.2949863913648354+0j),13.4,(51.239467771175825+0j),4,(7.513204578787456+0j),11.8,(132.84611596425688+0j),18,RW
149,(1.6664880351798168+0j),10.3,(86.90341356541504+0j),2,(3.203636030874258+0j),13.200000000000001,(64.28568487376634+0j),5,(5.400951828156313+0j),13.200000000000001,(93.3618280978159+0j),9,RW
150,(2.1069141894264085+0j),10.200000000000001,(29.86381724232609+0j),1,(5.306016877505932+0j),10.4,(107.15580544064672+0j),15,(10.912608612134065+0j),11.9,(189.03409597943735+0j),29,RW
151,(2.654644991551376+0j),11.9,(28.525070285032957+0j),4,(7.5851330767979945+0j),13.600000000000001,(77.47409405494929+0j),22,(12.652803896797641+0j),11.600000000000001,(151.54109110207762+0j),36,RW
152,(3.217909980002271+0j),10.5,(61.21751185150509+0j),5,(9.867341235249318+0j),12.3,(99.40816872625567+0j),36,(14.831988085473634+0j),12.8,(138.7314107054037+0j),44,RW
153,(3.506186198975164+0j),10.71071071071071,(42.23120658835777+0j),8,(8.223577401859247+0j),15.715715715715714,(85.97880521995425+0j),26,(17.371861938307806+0j),12.612612612612612,(182.20617816343926+0j),47,RW
154,(2.2222331161603313+0j),10.51051051051051,(25.414674909081295+0j),2,(2.975678471272795+0j),13.613613613613612,(42.98937957445639+0j),5,(10.462375901782666+0j),11.01101101101101,(114.09015899020358+0j),35,RW
155,(1.8375108519357353+0j),11.488511488511488,(23.902523498634807+0j),2,(3.3718300759155966+0j),10.28971028971029,(34.8872710011341+0j),7,(10.620761891559944+0j),10.68931068931069,(187.7250806921055+0j),34,RW
156,(1.8300456204158722+0j),10.11011011011011,(26.14662262925218+0j),2,(2.4189450148778207+0j),10.61061061061061,(44.863190202856465+0j),4,(10.537124533261208+0j),11.911911911911911,(148.52252897224284+0j),34,RW
157,(2.018306937811182+0j),11.688311688311689,(30.00066830182646+0j),2,(4.594471293019583+0j),12.087912087912088,(92.12688232291556+0j),13,(12.463866142653181+0j),12.087912087912088,(165.7998813700225+0j),33,RW
158,(2.0795864579304593+0j),10.700000000000001,(38.38057925125198+0j),2,(4.739845771526167+0j),11.9,(62.31880257748451+0j),14,(13.847515921941529+0j),12.0,(213.76577947082794+0j),35,RW
159,(2.566465031102853+0j),10.100000000000001,(49.12061599947498+0j),6,(3.9029285324618765+0j),10.3,(92.26718089358681+0j),9,(11.394444682700026+0j),11.8,(131.34689497990092+0j),27,RW
160,(2.305256381760472+0j),11.0,(38.75664847516357+0j),5,(4.0921761762428845+0j),10.9,(38.28089860014753+0j),12,(12.718694615906967+0j),12.8,(257.2840718320154+0j),35,RW
161,(2.127177008304049+0j),10.100000000000001,(33.88861601736283+0j),2,(4.028771974920968+0j),11.200000000000001,(42.54929259888685+0j),10,(11.361325239011569+0j),11.100000000000001,(138.2843828721721+0j),31,RW
162,(2.21282463132594+0j),10.600000000000001,(37.89508323793636+0j),2,(2.9952951139969533+0j),11.8,(36.76447644493237+0j),2,(9.517274311979856+0j),11.8,(109.92556052336882+0j),16,RW
163,(2.0149727664479586+0j),10.31031031031031,(36.94724758561979+0j),2,(2.824395428433782+0j),13.413413413413412,(39.67377210083826+0j),3,(10.817771445691458+0j),12.112112112112111,(96.76999368291884+0j),36,RW
164,(2.176406048583262+0j),10.18981018981019,(65.50094048537413+0j),3,(4.03566529472398+0j),11.18881118881119,(74.33607498941359+0j),10,(10.366957978494076+0j),11.688311688311689,(100.0070862274054+0j),33,RW
165,(2.139417701799007+0j),10.5,(23.473319663300114+0j),3,(4.636128976176015+0j),13.4,(58.55573747736294+0j),14,(12.240400243258296+0j),11.8,(171.7213488379847+0j),35,RW
166,(2.1886995932319735+0j),10.01001001001001,(30.56793790001601+0j),6,(3.800361179588251+0j),10.21021021021021,(63.34353024979778+0j),8,(12.525795576513527+0j),14.914914914914913,(139.69525665461524+0j),31,RW
167,(2.02847460305986+0j),10.68931068931069,(65.2977595309086+0j),4,(2.9359419197954315+0j),11.18881118881119,(60.102654094858124+0j),7,(7.742291352963526+0j),11.18881118881119,(101.57616596150625+0j),23,RW
168,(3.0558634608694697+0j),11.8,(59.32324759927958+0j),3,(5.054829432043625+0j),13.4,(68.32643474316058+0j),12,(15.799662873965922+0j),11.8,(224.92600655384152+0j),40,RW
169,(1.760226784253035+0j),11.3,(37.165475321479036+0j),2,(2.768876362418352+0j),10.100000000000001,(25.963275384346705+0j),3,(8.092753961338648+0j),10.5,(112.41348824300886+0j),22,RW
170,(1.3924918182382269+0j),10.200000000000001,(21.20498609007832+0j),1,(2.8484351843502353+0j),11.600000000000001,(45.94391133966375+0j),1,(7.343584230106806+0j),10.8,(57.997928085776564+0j),13,RW
171,(1.7988168042656332+0j),10.38961038961039,(21.607196678994285+0j),1,(2.946241456419423+0j),10.48951048951049,(47.54996089069811+0j),7,(11.689637429829313+0j),12.587412587412588,(138.25153788008456+0j),36,RW
172,(1.9734843356424632+0j),14.014014014014013,(21.17458826025636+0j),1,(4.111392348902056+0j),12.412412412412412,(74.31126145187916+0j),11,(12.047371945089706+0j),10.71071071071071,(117.05611299327389+0j),34,RW
173,(2.81686967646479+0j),14.385614385614385,(25.875324689872336+0j),3,(6.535488280031882+0j),12.487512487512488,(56.69036914618265+0j),19,(14.521507945634214+0j),10.08991008991009,(265.6883665458591+0j),38,RW
174,(2.299778378336478+0j),11.01101101101101,(31.65104329110534+0j),3,(3.6008212629232172+0j),12.412412412412412,(52.839908433371015+0j),7,(12.038068675754314+0j),11.11111111111111,(183.46356263074517+0j),27,RW
175,(2.2188356127656728+0j),12.887112887112888,(18.856282011666607+0j),0,(4.645631134687287+0j),12.187812187812188,(44.485756158301534+0j),11,(12.240431281027195+0j),11.08891108891109,(160.80430130053335+0j),35,RW
176,(2.731948010446427+0j),12.812812812812812,(24.358063701755377+0j),2,(5.997254431472393+0j),10.71071071071071,(57.12072781892948+0j),22,(14.213827263224003+0j),14.214214214214213,(131.20296629629564+0j),40,RW
177,(2.558819978123436+0j),11.700000000000001,(43.20198092225268+0j),3,(5.511484684469782+0j),10.3,(94.29037331448154+0j),9,(14.039789709084754+0j),10.3,(169.2791856922649+0j),34,RW
178,(1.8257406122418491+0j),11.288711288711289,(23.35423473066887+0j),3,(3.4772150183580677+0j),13.386613386613387,(36.80780879067914+0j),9,(10.550405468745238+0j),10.48951048951049,(159.9320653036156+0j),30,RW
179,(2.129394370182215+0j),10.100000000000001,(22.444336726408213+0j),1,(4.251319271776694+0j),13.200000000000001,(57.21763709727009+0j),14,(8.63500993167066+0j),10.5,(97.06703102771974+0j),27,RW
180,(2.403032232776377+0j),11.3,(44.46141845676598+0j),3,(4.2240006462689825+0j),13.3,(43.27907500658534+0j),11,(15.190911876912022+0j),11.0,(216.16167057412176+0j),38,RW
181,(1.195878328319516+0j),11.8,(18.335566525807657+0j),0,(2.7532739242840396+0j),10.4,(25.967531155203517+0j),3,(7.463026592450082+0j),11.8,(78.44467007793084+0j),12,RW
182,(1.6735651898766795+0j),10.100000000000001,(37.82827370578011+0j),1,(2.4033625954976325+0j),10.8,(33.10592442145842+0j),5,(7.663751919665744+0j),13.0,(66.78728582820759+0j),24,RW
183,(2.0031477247371057+0j),11.9,(21.249324873756493+0j),1,(3.359007435507708+0j),10.4,(47.57358728041924+0j),7,(12.414529738870788+0j),13.3,(133.65478962538515+0j),38,RW
184,(1.5282065943356966+0j),11.600000000000001,(25.191199011456114+0j),1,(3.7948497159886188+0j),11.9,(61.62408256467279+0j),9,(7.626504772040911+0j),12.200000000000001,(118.51992123615335+0j),18,RW
185,(1.7850399857811148+0j),12.600000000000001,(23.837797646278094+0j),2,(2.851997126302025+0j),11.3,(42.471770005022016+0j),5,(9.862689559527354+0j),10.9,(120.69281886921763+0j),31,RW
186,(3.091522344563619+0j),10.8,(32.61277086031595+0j),4,(6.2392893404313385+0j),11.200000000000001,(72.55242330404785+0j),8,(14.702411625247022+0j),10.8,(259.4540943150647+0j),17,RW
187,(2.1078087067049647+0j),11.3,(24.411705856096894+0j),1,(3.807778427881944+0j),11.200000000000001,(53.846504834007064+0j),8,(9.151362227626098+0j),10.8,(101.79401304911418+0j),31,RW
188,(2.8272571567171694+0j),10.9,(31.505611938431315+0j),5,(5.054587468079126+0j),12.0,(49.39878417640791+0j),14,(12.43964875992195+0j),11.700000000000001,(139.33899115646793+0j),35,RW
189,(2.4033336198108115+0j),10.11011011011011,(39.33615735913092+0j),5,(4.996677027862606+0j),11.01101101101101,(54.278508336756815+0j),15,(9.69720113893375+0j),15.515515515515514,(75.57099002732308+0j),30,RW
190,(2.7583731493721477+0j),11.08891108891109,(35.85054365613165+0j),7,(4.644397997607139+0j),11.38861138861139,(65.75460448215506+0j),14,(13.149819019075906+0j),13.486513486513488,(170.76233916054196+0j),37,RW
191,(2.8806093584631123+0j),10.01001001001001,(39.486977454582835+0j),5,(6.002521430859645+0j),10.11011011011011,(85.76817151203477+0j),16,(12.576887405252265+0j),11.611611611611611,(133.43488616976157+0j),38,RW
192,(2.7755101792042107+0j),12.200000000000001,(36.60447170897506+0j),6,(4.247512745577165+0j),12.200000000000001,(46.47958812408963+0j),10,(12.093215155664586+0j),10.0,(184.7461145679926+0j),33,RW
193,(2.816291174707975+0j),10.08991008991009,(25.211381182517435+0j),3,(4.546647091505246+0j),11.688311688311689,(67.37624173879243+0j),8,(10.296309896505532+0j),10.08991008991009,(93.74289659524469+0j),30,RW
194,(2.1914570373985907+0j),10.51051051051051,(20.77689258986921+0j),1,(3.905221338066576+0j),13.013013013013012,(44.20389984595295+0j),5,(8.6260090247643+0j),10.31031031031031,(141.51992990236795+0j),22,RW
195,(2.674553534719546+0j),12.287712287712289,(18.249646917533422+0j),0,(5.8002898076085625+0j),15.084915084915085,(45.6327084885614+0j),16,(11.696361070410813+0j),12.587412587412588,(144.80553942755617+0j),33,RW
196,(2.030730560523819+0j),13.8,(22.21509499921972+0j),1,(4.437576962197239+0j),12.5,(50.22000207831024+0j),8,(8.220623157085212+0j),10.700000000000001,(58.136812603979514+0j),25,RW
197,(1.963124807703882+0j),11.0,(24.054180770808525+0j),1,(4.249094641331463+0j),11.8,(41.68715255305098+0j),10,(6.94153331142919+0j),11.100000000000001,(71.36876651860936+0j),20,RW
198,(2.0880729618011284+0j),12.4,(27.21531676254355+0j),2,(3.4952427827550987+0j),11.600000000000001,(33.506397206963655+0j),5,(7.221306352580231+0j),13.700000000000001,(84.80385503885024+0j),19,RW
199,(3.214097443378569+0j),12.0,(57.934033908354756+0j),4,(4.451130546758597+0j),10.200000000000001,(75.21107864184238+0j),4,(9.2225489020089+0j),12.5,(86.64225677939766+0j),24,RW
200,(3.146870761307797+0j),10.8,(40.49232958470422+0j),5,(5.475704154138915+0j),11.200000000000001,(46.56131681229044+0j),16,(9.259276953422566+0j),12.3,(118.8709878606293+0j),28,RW
201,(2.9752434477583214+0j),11.0,(46.58570022150266+0j),4,(6.313327216749312+0j),11.0,(93.62147503005956+0j),20,(8.688042686243714+0j),11.0,(147.07652538098125+0j),21,RW
202,(3.4690563970326345+0j),10.600000000000001,(62.19637590900766+0j),8,(6.600418648965492+0j),13.700000000000001,(104.06558747741147+0j),17,(10.622179511526923+0j),13.8,(122.1571011202438+0j),33,RW
203,(2.4194613072120483+0j),10.4,(35.216395968954735+0j),3,(4.324037262275077+0j),10.600000000000001,(54.90033763710986+0j),12,(7.522189920546631+0j),13.200000000000001,(82.29670301522901+0j),21,RW
204,(1.911061959059535+0j),11.9,(25.570275172868023+0j),2,(2.671692321890723+0j),10.9,(33.00213659854306+0j),2,(10.493602478205478+0j),11.600000000000001,(115.01231956917543+0j),29,RW
205,(2.5882390221410505+0j),12.200000000000001,(39.25785260227106+0j),3,(4.9661493635261635+0j),12.5,(64.21543520479483+0j),9,(13.407789716127352+0j),11.700000000000001,(172.6731780726446+0j),38,RW
206,(2.6238138861655322+0j),11.3,(32.164208231766416+0j),2,(5.404418914101288+0j),10.100000000000001,(46.11684902492313+0j),15,(12.40320390643741+0j),13.3,(109.56830067894212+0j),36,RW
207,(3.1031681796456225+0j),11.200000000000001,(28.21448891300488+0j),4,(6.199063321978841+0j),12.4,(78.76191420521508+0j),9,(14.656703886899706+0j),10.200000000000001,(134.96312495325947+0j),21,RW
208,(1.7129952546040277+0j),11.8,(28.84142855768484+0j),1,(2.9260569631153293+0j),10.200000000000001,(31.78513846756181+0j),3,(10.954126419404373+0j),13.0,(156.1701788823133+0j),30,RW
209,(2.3480653852580375+0j),12.5,(39.55265945586356+0j),3,(3.548609226642191+0j),14.0,(53.74549575330064+0j),6,(11.660121279334048+0j),11.700000000000001,(143.20903868347636+0j),32,RW
210,(2.3371749670353457+0j),12.100000000000001,(66.83307545625611+0j),2,(3.6982835852251785+0j),13.5,(44.25397622209518+0j),8,(12.36221185705475+0j),13.5,(193.57010386160138+0j),38,RW
211,(2.013079621223935+0j),12.3,(28.056104074560174+0j),1,(3.747501176767019+0j),11.600000000000001,(62.19298517384613+0j),8,(11.594111995758503+0j),10.8,(174.42070895703682+0j),36,RW
212,(2.7765786453258565+0j),12.200000000000001,(34.133241129133154+0j),3,(4.424729196480261+0j),11.200000000000001,(89.65858186292789+0j),9,(8.470484026648506+0j),11.600000000000001,(101.38118848507197+0j),28,RW
213,(2.573025348741334+0j),11.0,(47.30485029822301+0j),3,(4.901110483173015+0j),12.0,(75.64201477758948+0j),11,(11.75542600674589+0j),10.100000000000001,(165.14307376916497+0j),39,RW
214,(3.510147456116259+0j),13.200000000000001,(44.43365935611919+0j),5,(2.7245871713494068+0j),12.3,(44.00239126104778+0j),6,(11.70898344566341+0j),11.100000000000001,(205.2936384494669+0j),37,SC
215,(8.59827713263835+0j),14.3,(102.44021857692016+0j),26,(8.223845489857444+0j),15.600000000000001,(104.85831616678931+0j),24,(25.316925332470404+0j),11.9,(372.4108569889922+0j),64,SC
216,(12.235701351821389+0j),14.8,(158.74546114317522+0j),34,(9.751303213320355+0j),10.3,(112.02805196593174+0j),32,(31.28993275607159+0j),12.200000000000001,(305.52814724703234+0j),72,SC
217,(8.777313034681589+0j),11.3,(95.93347844114558+0j),28,(5.670361408199555+0j),14.600000000000001,(62.28836273780528+0j),15,(26.975666591510926+0j),12.200000000000001,(303.87510972975167+0j),59,SC
218,(10.037191330823207+0j),13.8,(130.10323268057374+0j),30,(7.728143774887399+0j),12.3,(83.84115054600441+0j),21,(30.036887380940012+0j),11.200000000000001,(354.9584011868056+0j),66,SC
219,(8.547049221339796+0j),13.9,(106.7256024185591+0j),26,(5.3657673616777455+0j),10.0,(50.09367706188524+0j),11,(29.198078834159976+0j),11.5,(375.01295878008904+0j),77,SC
220,(8.25232288048119+0j),10.3,(97.04272211491663+0j),24,(5.694972063376441+0j),11.0,(50.505538809017374+0j),12,(22.948987498824664+0j),11.8,(261.2316638447427+0j),67,SC
221,(12.285769458984655+0j),14.9,(121.46929466369787+0j),40,(8.460011159934945+0j),12.5,(61.814967206877+0j),26,(37.776081209761166+0j),10.700000000000001,(570.9215974325701+0j),80,SC
222,(6.197776161690263+0j),12.9,(65.83175866833597+0j),14,(3.91888098799773+0j),10.600000000000001,(49.00888085830555+0j),4,(22.28075224347687+0j),12.9,(306.0784788304766+0j),61,SC
223,(7.572035395213705+0j),16.3,(71.49044552998961+0j),25,(5.874477650056923+0j),12.4,(61.474278312840994+0j),16,(28.88365470482526+0j),10.200000000000001,(451.51488080720026+0j),61,SC
224,(8.813592195646713+0j),12.4,(99.58610496310595+0j),13,(5.0904527608622425+0j),10.4,(77.78442756137325+0j),5,(35.61060329653656+0j),10.4,(471.76561552606887+0j),26,SC
225,(4.953855867217955+0j),12.487512487512488,(38.961042032153024+0j),11,(9.245782695553837+0j),13.686313686313687,(79.69227797135467+0j),26,(25.864169710200553+0j),10.18981018981019,(276.7041125370293+0j),65,SC
226,(3.116804989938934+0j),13.100000000000001,(36.657027506729314+0j),4,(5.525989103698863+0j),10.100000000000001,(61.09859267694637+0j),14,(14.100403761338882+0j),11.700000000000001,(190.47687143190166+0j),37,SC
227,(3.5550044138362398+0j),11.4,(34.382262907824924+0j),7,(5.741951396890279+0j),12.3,(54.83317511456661+0j),13,(15.425727677059516+0j),11.100000000000001,(169.5876615188649+0j),46,SC
228,(5.179367283663015+0j),13.8,(60.516783689875744+0j),9,(8.481512256755593+0j),12.4,(69.36037504406085+0j),29,(23.585302653087094+0j),10.5,(478.6912071779774+0j),69,SC
229,(5.331460624544783+0j),13.600000000000001,(56.86764858998049+0j),10,(8.5981368350972+0j),12.700000000000001,(81.77807419923434+0j),27,(28.42299663455514+0j),13.5,(254.23217617349923+0j),82,SC
230,(3.425119015291349+0j),12.112112112112111,(59.57607556283194+0j),5,(6.428396279277581+0j),11.811811811811811,(60.005770806586284+0j),17,(19.606290102486902+0j),10.01001001001001,(259.5825910831842+0j),45,SC
231,(3.4314016520178825+0j),11.700000000000001,(54.75700692328324+0j),6,(6.476167913555037+0j),10.700000000000001,(91.02825602300257+0j),15,(17.690776935156137+0j),10.8,(212.10551006681902+0j),49,SC
232,(5.049487513225435+0j),10.28971028971029,(76.30295142352527+0j),13,(7.9718792081318375+0j),10.28971028971029,(73.04932168180025+0j),23,(23.33042454150309+0j),10.18981018981019,(357.1297928958952+0j),55,SC
233,(4.445469482456481+0j),10.91091091091091,(43.58127230138282+0j),12,(8.337389057896264+0j),13.813813813813812,(81.88618612937012+0j),23,(22.424282641638687+0j),13.113113113113112,(380.10522638957127+0j),53,SC
234,(4.866081276379646+0j),12.087912087912088,(46.11116102369775+0j),8,(9.233188604020837+0j),10.18981018981019,(94.95350154768224+0j),33,(22.979590632950313+0j),10.68931068931069,(192.08551224715765+0j),63,SC
235,(3.1803375560229306+0j),10.700000000000001,(33.47671578265975+0j),2,(5.590929296025372+0j),13.8,(42.70936672940956+0j),11,(15.79137749382257+0j),12.0,(169.67537352590566+0j),44,SC
236,(4.568453154339978+0j),10.700000000000001,(50.249745607220355+0j),12,(8.4132639835211+0j),16.1,(82.72370627219499+0j),25,(22.959723030284852+0j),10.600000000000001,(163.08005013562268+0j),64,SC
237,(5.928992651850043+0j),10.11011011011011,(97.89651068433089+0j),16,(9.29352590768536+0j),12.212212212212211,(75.4889446692177+0j),29,(25.225822578458228+0j),12.112112112112111,(231.3704813309091+0j),62,SC
238,(3.6944957347549874+0j),10.38961038961039,(34.82705124692433+0j),6,(5.392424175421878+0j),13.586413586413586,(40.30950815688953+0j),14,(19.203662109981668+0j),10.08991008991009,(266.75189110309395+0j),50,SC
239,(4.713581863190236+0j),10.4,(42.63313488905612+0j),10,(7.425873167781228+0j),12.8,(50.47343710557084+0j),11,(17.345453657414488+0j),11.200000000000001,(264.1043784462932+0j),24,SC
240,(7.135339332268174+0j),10.200000000000001,(71.08708521987118+0j),19,(8.482915740722937+0j),10.4,(104.05379883616293+0j),28,(30.884986642540593+0j),10.4,(538.0595415361573+0j),57,SC
241,(7.063704795944776+0j),10.3,(158.0201010678392+0j),15,(5.108006094193557+0j),10.600000000000001,(47.88338431887996+0j),13,(19.635129553017162+0j),10.200000000000001,(181.996893276093+0j),56,SC
242,(11.526873980904005+0j),14.600000000000001,(200.23827147055897+0j),34,(8.232124397973886+0j),10.4,(115.52105609019549+0j),22,(43.89820951833688+0j),11.5,(554.7530604149437+0j),75,SC
243,(15.53892620823128+0j),10.5,(239.7049443691519+0j),49,(8.995910952006595+0j),10.5,(165.0521647827729+0j),26,(44.46327659117787+0j),10.100000000000001,(507.4932786210538+0j),85,SC
244,(14.866107496843176+0j),10.9,(200.98450136387507+0j),48,(6.76299738460542+0j),11.200000000000001,(98.54115085981873+0j),19,(35.26361755203326+0j),10.9,(482.01839669163274+0j),74,SC
245,(13.329243801247188+0j),12.600000000000001,(142.5270417065856+0j),41,(6.114422106899161+0j),11.100000000000001,(105.56403824435122+0j),13,(30.515836787462128+0j),14.3,(306.890982476887+0j),68,SC
246,(14.66374525408748+0j),10.600000000000001,(118.94579726532235+0j),47,(5.82448386689109+0j),16.6,(41.72851685837601+0j),16,(32.22546107270278+0j),15.3,(283.6893299645343+0j),79,SC
247,(14.228486028731243+0j),13.0,(193.0661518949646+0j),47,(5.0861773762662335+0j),12.8,(40.633009692072626+0j),7,(29.355040349592976+0j),14.5,(311.47096927523665+0j),65,SC
248,(8.52196416555891+0j),11.9,(94.07702629051516+0j),28,(3.8133336787810346+0j),11.200000000000001,(44.803613973003166+0j),10,(18.548964281209347+0j),13.100000000000001,(132.47427212214194+0j),51,SC
249,(15.898596006201316+0j),12.0,(330.42403587614604+0j),43,(7.266297810930631+0j),12.0,(81.99183428880528+0j),18,(35.503029327403034+0j),12.0,(529.7073458013148+0j),81,SC
250,(7.511001956652056+0j),10.8,(136.81114857858523+0j),25,(2.994159833092037+0j),10.3,(33.49825287031487+0j),3,(15.850240781510314+0j),12.8,(162.39790679690694+0j),47,SC
251,(8.147864073421049+0j),10.3,(78.57639353556573+0j),25,(3.8141194206285203+0j),10.8,(71.60607054779598+0j),8,(20.275971625126697+0j),10.8,(194.8825677374284+0j),64,SC
252,(1.3112033283719364+0j),11.100000000000001,(13.210504113679685+0j),0,(2.6339444966930268+0j),14.100000000000001,(27.481555064378995+0j),3,(8.387060324130449+0j),13.3,(123.1675881737166+0j),24,SC
253,(1.505465547462385+0j),10.4,(30.20026099331664+0j),2,(2.691259348511266+0j),10.8,(34.625118852815+0j),4,(5.9014468808595915+0j),10.5,(54.24011888518141+0j),14,SC
254,(1.4351931808670069+0j),14.3,(13.585739500152963+0j),0,(2.6841848316724755+0j),10.3,(33.245092007391655+0j),2,(6.313401415264538+0j),11.3,(83.25174060387015+0j),16,SC
255,(1.2675487354303117+0j),10.21021021021021,(12.809204820829777+0j),0,(2.462632634009502+0j),10.51051051051051,(33.721747254514604+0j),3,(7.4820216395212755+0j),11.811811811811811,(99.45837463773536+0j),20,SC
256,(1.6062357117246544+0j),10.18981018981019,(33.152415128865975+0j),1,(2.8929081905796563+0j),12.087912087912088,(36.145763085299635+0j),2,(7.609941827623778+0j),10.48951048951049,(99.40919884128641+0j),26,SC
257,(1.1377479978338856+0j),12.0,(11.609197843764258+0j),0,(2.6352246849588568+0j),10.5,(29.478930309495723+0j),2,(5.615616336808449+0j),12.100000000000001,(132.01286832334642+0j),12,SC
258,(0.9896522829989692+0j),10.91091091091091,(17.441503206135064+0j),0,(2.7980330455772453+0j),10.61061061061061,(37.31010406353194+0j),2,(6.377956720637191+0j),12.112112112112111,(105.68006496633645+0j),14,SC
259,(1.0623571129046454+0j),13.986013986013987,(22.523624750962487+0j),1,(2.629848586744355+0j),10.08991008991009,(29.855161745014613+0j),2,(7.9825446356615+0j),12.887112887112888,(170.6454288385485+0j),15,SC
260,(1.036642702517639+0j),10.100000000000001,(13.013063967807893+0j),0,(2.046892386149274+0j),10.100000000000001,(22.99724955722281+0j),2,(4.117839328128892+0j),10.0,(50.81592136545564+0j),6,SC
261,(0.9651629664834611+0j),10.5,(13.895575281223923+0j),0,(1.428982151510873+0j),10.700000000000001,(26.228349068744844+0j),1,(3.1366471724455636+0j),12.600000000000001,(33.78235038186429+0j),4,SC
262,(1.2080309301466865+0j),10.9,(12.14737561995622+0j),0,(1.7370727714434762+0j),10.4,(16.615237232406937+0j),0,(5.318126934477024+0j),13.0,(79.56732428980648+0j),11,SC
263,(1.5442192407673774+0j),10.200000000000001,(18.6273045186274+0j),0,(2.2837537270043917+0j),10.200000000000001,(28.689098693288347+0j),3,(6.907559943216533+0j),10.5,(123.49565986448027+0j),17,SC
264,(1.6184995698624316+0j),11.0,(17.749682632440926+0j),0,(1.9815871863653496+0j),13.4,(16.719401004009605+0j),0,(6.338997482029406+0j),13.8,(50.33076680798392+0j),9,SC
265,(1.5673094281749433+0j),10.21021021021021,(12.056972664192452+0j),0,(2.4037072584507806+0j),12.612612612612612,(18.183254506312505+0j),0,(7.927152377436152+0j),10.31031031031031,(143.16599752974838+0j),16,SC
