,x_mean_PSD,x_max_PSD_f,x_max_PSD,x_PSD_above_20,y_mean_PSD,y_max_PSD_f,y_max_PSD,y_PSD_above_20,z_mean_PSD,z_max_PSD_f,z_max_PSD,z_PSD_above_20,surface
266,(1.6800205136178432+0j),11.08891108891109,(22.715828759799898+0j),1,(2.550400126724258+0j),12.187812187812188,(24.356990477991378+0j),2,(7.998731026821587+0j),10.68931068931069,(81.83263949564157+0j),19,SC
267,(1.4040647898478475+0j),13.100000000000001,(12.457228809383883+0j),0,(1.4514882981463384+0j),11.200000000000001,(13.2374555932979+0j),0,(7.266442580275141+0j),10.4,(116.02778349041066+0j),18,SC
268,(1.7764653112716788+0j),12.0,(30.398806540549558+0j),1,(2.467928648267462+0j),11.9,(48.18099476438345+0j),2,(8.065866219619533+0j),11.200000000000001,(222.22825768880648+0j),22,SC
269,(2.1400361508925947+0j),12.100000000000001,(15.226303305244057+0j),0,(2.7992480361339447+0j),13.0,(26.497113017933003+0j),4,(8.060515381121723+0j),11.8,(116.4003872654671+0j),25,SC
270,(1.5312055558698947+0j),10.3,(21.523908214839206+0j),2,(1.7801732373459298+0j),11.600000000000001,(19.579794439784692+0j),0,(5.497294461458758+0j),10.3,(91.97900881493733+0j),15,SC
271,(1.2695738909621181+0j),10.4,(10.35577583180722+0j),0,(1.7954547705498465+0j),13.9,(20.050596962118345+0j),1,(5.892020890575388+0j),10.3,(101.79258000013344+0j),14,SC
272,(1.4455961832776267+0j),10.3,(36.609475160871185+0j),1,(1.4001685026870654+0j),11.600000000000001,(18.318488602111906+0j),0,(5.313168605474411+0j),12.600000000000001,(93.1687870752634+0j),13,SC
273,(1.4042713834513363+0j),10.600000000000001,(19.504503973323704+0j),0,(1.6236006491578088+0j),12.600000000000001,(18.51423321706279+0j),0,(6.153556457255657+0j),10.700000000000001,(84.94606493106991+0j),19,SC
274,(3.0354602584363124+0j),12.912912912912912,(20.559594199529265+0j),1,(5.9686896421744065+0j),11.911911911911911,(58.05416582887701+0j),14,(14.681892039811837+0j),10.71071071071071,(105.41556732686425+0j),46,SC
275,(3.7960211889642856+0j),11.588411588411589,(67.31864143467845+0j),7,(7.108963622856422+0j),10.18981018981019,(91.2803336542063+0j),19,(19.326837229219322+0j),12.487512487512488,(187.60694901374657+0j),52,SC
276,(2.674808865505231+0j),12.100000000000001,(25.18246118750964+0j),3,(4.108251812694179+0j),11.600000000000001,(22.476784470137794+0j),1,(15.622311790905872+0j),12.600000000000001,(118.01040506375541+0j),51,SC
277,(2.215157128101975+0j),12.9,(28.635674095388833+0j),2,(3.68352288295719+0j),12.5,(47.654902276058+0j),5,(12.858242928080324+0j),13.5,(184.03240483189109+0j),30,SC
278,(5.7991292841975+0j),11.100000000000001,(136.55318282724343+0j),10,(12.754452382212898+0j),12.700000000000001,(143.41929138908105+0j),31,(26.651799402326716+0j),10.200000000000001,(366.0523935130911+0j),63,SC
279,(3.4487713602827985+0j),10.3,(31.62531719202716+0j),3,(11.500673783990004+0j),11.100000000000001,(178.39066484372694+0j),22,(22.423623345522955+0j),10.600000000000001,(262.873309807735+0j),61,SC
280,(5.638181553680291+0j),10.8,(76.41474918345196+0j),6,(9.25534310142086+0j),14.0,(42.321218100131844+0j),14,(27.796125189248524+0j),10.8,(356.6699750523653+0j),36,SC
281,(2.2794382242605318+0j),11.8,(21.898831125433553+0j),1,(4.069380570290056+0j),10.0,(66.34816933876746+0j),4,(11.01822708943621+0j),11.600000000000001,(146.12268868461948+0j),33,SC
282,(1.540301204597659+0j),11.4,(13.018789754635629+0j),0,(5.2353405976891505+0j),13.0,(45.68753770326791+0j),15,(7.574296255590167+0j),10.600000000000001,(55.130773428099005+0j),18,SC
283,(0.5368271212837105+0j),10.200000000000001,(4.649665064139016+0j),0,(4.003949413801005+0j),15.100000000000001,(34.874684452137096+0j),8,(6.656519823218439+0j),17.0,(79.22742823464517+0j),16,SC
284,(0.4829283636985089+0j),17.1,(5.277931378034394+0j),0,(3.9630577635431035+0j),10.9,(42.44940587277354+0j),8,(5.7612331020097045+0j),25.0,(62.8173296382136+0j),7,SC
285,(1.2359463383366083+0j),14.214214214214213,(7.586652120485523+0j),0,(6.468938566093629+0j),15.615615615615614,(55.10152138465196+0j),21,(10.656686915730653+0j),15.815815815815814,(65.65709337857625+0j),27,SC
286,(1.8046254973019173+0j),14.585414585414586,(24.543671235005586+0j),1,(5.662950573153046+0j),10.08991008991009,(48.03593955005731+0j),14,(12.213797350098082+0j),11.18881118881119,(196.3414868719168+0j),34,SC
287,(1.1723301331881226+0j),12.600000000000001,(9.210123437532491+0j),0,(6.226011450941471+0j),15.100000000000001,(42.913126836567024+0j),15,(9.444075002861194+0j),10.4,(80.23947503914283+0j),24,SC
288,(1.0418112144440088+0j),11.8,(8.209599123369546+0j),0,(8.478699814801814+0j),11.4,(81.85143451107547+0j),12,(9.143948146309928+0j),10.4,(40.88038385067722+0j),13,SC
289,(2.4041295132026455+0j),11.600000000000001,(33.33679336594218+0j),2,(4.442210390908687+0j),10.600000000000001,(53.62068255082704+0j),7,(18.24812899875873+0j),11.8,(220.39571730769018+0j),36,WW
290,(3.2217274654496935+0j),10.700000000000001,(48.38443971455469+0j),4,(4.116227811184643+0j),10.5,(40.41791037050288+0j),9,(13.904581807567807+0j),11.8,(241.40254479153322+0j),35,WW
291,(4.5878219640984375+0j),10.200000000000001,(142.4620217668514+0j),8,(4.9730432533835245+0j),13.5,(70.78575717201497+0j),12,(20.566811160324644+0j),12.4,(310.57181023387085+0j),47,WW
292,(3.8270357310561263+0j),10.51051051051051,(41.64436318233397+0j),7,(4.361931770182724+0j),11.611611611611611,(47.7775860560065+0j),6,(15.671835692742333+0j),11.11111111111111,(309.5901078047424+0j),39,WW
293,(3.4302092095489805+0j),12.4,(54.32976771560397+0j),10,(4.981739965715716+0j),11.3,(83.2504853682611+0j),12,(16.718086299132917+0j),10.8,(166.75869427700084+0j),48,WW
294,(2.898405100322263+0j),11.08891108891109,(69.00596022298518+0j),4,(4.486951542459598+0j),10.78921078921079,(40.41226497510457+0j),13,(15.589154916841364+0j),13.886113886113886,(202.8655273496841+0j),42,WW
295,(3.5335621441997893+0j),10.700000000000001,(48.34237069666935+0j),7,(5.277099861948491+0j),10.100000000000001,(45.74820566338977+0j),11,(19.999472436808183+0j),11.8,(247.53686245844548+0j),49,WW
296,(2.5419841114338113+0j),11.5,(50.824812020259735+0j),3,(4.668326395321828+0j),10.200000000000001,(74.05914637263193+0j),8,(17.004513610300833+0j),12.8,(274.2432769646104+0j),49,WW
297,(3.1230460248325467+0j),14.514514514514513,(37.475120708764344+0j),5,(6.876393566939034+0j),10.61061061061061,(71.00152251843306+0j),23,(20.30872386500044+0j),11.911911911911911,(216.1796242298604+0j),46,WW
298,(2.8164619039451835+0j),10.578842315369261,(34.71760716349102+0j),3,(3.9379971792054254+0j),12.974051896207586,(52.91478701425883+0j),4,(17.906231460155013+0j),11.976047904191617,(302.3286233403804+0j),19,WW
299,(2.438814117937365+0j),10.68931068931069,(24.6200673615256+0j),2,(5.142747414211918+0j),12.987012987012987,(35.660237217919835+0j),19,(17.696657497504493+0j),10.78921078921079,(302.67741419020683+0j),42,WW
300,(2.757348346990739+0j),11.0,(32.896322392124695+0j),2,(5.259620933908825+0j),11.8,(54.145696521638556+0j),17,(16.623216927198822+0j),10.0,(202.6918377086586+0j),48,WW
301,(1.7985110983176202+0j),10.0,(25.128894989748247+0j),1,(2.706142896688675+0j),11.100000000000001,(22.214266389109746+0j),2,(11.292336261790835+0j),10.8,(152.05705835221937+0j),30,WW
302,(3.106470757599527+0j),12.9,(27.061089526095977+0j),4,(4.986146721209444+0j),12.4,(50.40825466042271+0j),14,(18.24829448024867+0j),10.600000000000001,(286.784091252618+0j),41,WW
303,(3.117356232805665+0j),12.512512512512512,(47.95383038000764+0j),4,(5.669792821505681+0j),13.213213213213212,(61.264451221806844+0j),16,(15.066529038493623+0j),10.31031031031031,(163.25604609422513+0j),37,WW
304,(2.694304217250074+0j),11.0,(44.48350181318776+0j),3,(5.02520320031261+0j),12.200000000000001,(43.52715292742134+0j),13,(16.57532698361735+0j),13.9,(171.78372864317268+0j),44,WW
305,(2.865549465162091+0j),12.287712287712289,(40.85752765369242+0j),4,(4.539674129062071+0j),12.887112887112888,(47.37405018079225+0j),8,(14.944374113131037+0j),11.488511488511488,(209.87079810336016+0j),45,WW
306,(2.1873142772622236+0j),11.9,(23.773170462328228+0j),1,(4.500126989348807+0j),11.0,(40.56280745243996+0j),14,(13.957302198677306+0j),10.3,(197.2970531729813+0j),31,WW
307,(3.5932038325917457+0j),10.4,(68.31672661587436+0j),4,(7.193947410768993+0j),10.100000000000001,(91.5586093728559+0j),21,(18.59942802571816+0j),10.5,(248.3810463291058+0j),44,WW
308,(4.250290587287778+0j),11.0,(33.31972918975345+0j),8,(5.964536128452319+0j),11.0,(43.92868562795619+0j),19,(15.961631171636693+0j),12.600000000000001,(183.74983393014054+0j),48,WW
309,(3.7849526759317462+0j),12.0,(83.8557056472665+0j),6,(5.829342663604476+0j),10.9,(76.23239865731388+0j),19,(21.424489194488046+0j),13.600000000000001,(250.13469883246026+0j),53,WW
310,(3.0311768550661715+0j),11.4,(52.28231445608145+0j),6,(2.0248049685792653+0j),15.8,(19.9478613276622+0j),0,(8.084275771877879+0j),14.5,(181.1893196751398+0j),22,WW
311,(3.767326804636347+0j),10.100000000000001,(63.78833614438777+0j),7,(2.407485720510091+0j),10.8,(39.32253764680534+0j),4,(12.032768436116639+0j),10.200000000000001,(141.29341622658424+0j),37,WW
312,(4.2777164962612435+0j),10.8,(54.67262008413106+0j),9,(2.705695163462963+0j),11.200000000000001,(27.652064726579447+0j),5,(13.263352945657283+0j),11.3,(153.73564666334514+0j),42,WW
313,(4.739862484411651+0j),11.9,(70.14433752790463+0j),12,(2.7791423009381546+0j),12.0,(33.378637444438006+0j),1,(12.23486216333046+0j),13.5,(152.62390823563788+0j),34,WW
314,(3.085537227103322+0j),10.0,(51.89416089451587+0j),9,(1.8225924116789551+0j),11.5,(26.870391717389186+0j),1,(10.053612169901687+0j),11.200000000000001,(152.45913340128752+0j),31,WW
315,(4.725463939452585+0j),11.100000000000001,(60.60664161826263+0j),11,(2.5737658953411104+0j),10.100000000000001,(91.26619631481651+0j),4,(13.618629893083543+0j),10.9,(257.56972596947827+0j),36,WW
316,(3.700550951550109+0j),11.4,(59.3223509071483+0j),7,(2.15045402881571+0j),10.9,(36.43295607524876+0j),3,(8.91173010698783+0j),15.100000000000001,(88.5154830960519+0j),28,WW
317,(3.8402991405997873+0j),11.9,(60.599717978008734+0j),6,(2.0793509955196567+0j),13.100000000000001,(42.30521722919702+0j),2,(11.187832495834103+0j),10.8,(129.4885049197466+0j),33,WW
318,(7.704845982230036+0j),10.600000000000001,(74.51612596448372+0j),27,(3.3464465740680915+0j),10.3,(59.21081838094286+0j),6,(19.125642464646244+0j),12.600000000000001,(240.96367478391454+0j),50,WW
319,(7.870885316190401+0j),10.5,(86.93539305833005+0j),26,(4.030828618006721+0j),12.4,(35.95547032972219+0j),8,(17.905476376591324+0j),10.700000000000001,(294.0532385700178+0j),47,WW
320,(5.142933355120294+0j),13.8,(45.370727828588386+0j),15,(3.1549089926564755+0j),10.200000000000001,(55.55338238112571+0j),7,(12.610225866790843+0j),10.600000000000001,(143.5424623539139+0j),32,WW
321,(8.322104116345304+0j),13.4,(104.42410378611083+0j),24,(2.8605503703648005+0j),12.700000000000001,(28.17956683054124+0j),4,(19.832218858680523+0j),13.4,(180.75997422125704+0j),60,WW
322,(5.859556167220354+0j),13.8,(82.80534239924738+0j),14,(2.802344667289775+0j),10.0,(27.06001550661643+0j),5,(12.790837062421701+0j),13.8,(148.22049860420648+0j),32,WW
323,(6.349896654500665+0j),12.700000000000001,(113.4381548485472+0j),17,(3.2532026782940306+0j),11.700000000000001,(31.91954259460208+0j),7,(14.183376052051525+0j),10.5,(234.44530510419042+0j),37,WW
324,(3.148791779250288+0j),10.4,(36.802128004152245+0j),5,(3.0864645663639485+0j),12.8,(24.831708541642104+0j),3,(10.583607870624629+0j),10.4,(127.86400058717543+0j),32,WW
325,(2.8688185859507485+0j),10.200000000000001,(29.38239668255537+0j),4,(3.1003304356413475+0j),10.200000000000001,(35.82460042671408+0j),4,(7.453427524867738+0j),10.200000000000001,(96.1078991645515+0j),20,WW
326,(2.984633735290137+0j),10.4,(38.12385163405867+0j),3,(2.7984076614409905+0j),10.0,(33.90141718810846+0j),5,(8.544347179143974+0j),11.3,(98.40881550456932+0j),23,WW
327,(3.9582079186199266+0j),10.200000000000001,(51.73646692816104+0j),9,(2.8937362391482484+0j),10.4,(22.45086880535405+0j),4,(8.953022635656904+0j),11.9,(129.53396393486148+0j),25,WW
328,(2.6635741591801625+0j),10.100000000000001,(77.83819371612758+0j),3,(2.1945762106501565+0j),13.600000000000001,(37.29985462431907+0j),2,(7.198045715670725+0j),11.9,(161.89827244266624+0j),21,WW
329,(2.8584610341569694+0j),12.3,(31.045438058136067+0j),6,(2.6001578841615256+0j),13.200000000000001,(37.11920315046176+0j),4,(8.446227299738533+0j),11.600000000000001,(85.8867932214565+0j),28,WW
330,(3.615920804129601+0j),14.700000000000001,(40.86594089286878+0j),9,(3.3321293906559255+0j),13.4,(35.52045566776303+0j),5,(9.491820896677778+0j),12.0,(158.94397638869694+0j),24,WW
331,(4.432986002214978+0j),10.8,(52.59273489727045+0j),14,(2.6951924704938928+0j),10.5,(41.73876240708213+0j),2,(10.379486089951513+0j),10.9,(157.38136637307687+0j),27,WW
332,(5.544697156968618+0j),10.3,(59.75767336286807+0j),13,(3.460930406301358+0j),11.9,(37.97081796841549+0j),6,(10.612289582435311+0j),10.3,(94.81900358240117+0j),32,WW
333,(5.033104847137041+0j),11.200000000000001,(42.084980081224515+0j),13,(4.328974368036098+0j),11.5,(36.2355602901615+0j),10,(11.876639058616915+0j),14.100000000000001,(132.43731752587516+0j),34,WW
334,(3.4442052591411154+0j),10.5,(53.521564246133934+0j),9,(2.046910655192057+0j),10.5,(28.952638322730305+0j),2,(7.836814329239965+0j),11.3,(126.55286704184921+0j),23,WW
335,(2.8341239570474515+0j),12.3,(53.316802885907165+0j),5,(2.602959500326805+0j),15.0,(28.313870280053706+0j),2,(8.117134718163381+0j),10.700000000000001,(116.08840069894714+0j),23,WW
336,(4.445810272583913+0j),11.8,(63.25994296637322+0j),11,(3.2917618866329925+0j),10.5,(44.214051725716196+0j),6,(10.657854948969927+0j),10.100000000000001,(110.46032469630924+0j),33,WW
337,(3.5308214425601507+0j),10.4,(40.88072224032281+0j),8,(2.3621961771501994+0j),10.0,(27.259173752105493+0j),4,(7.762738788213002+0j),10.5,(169.30602832817388+0j),24,WW
338,(2.637632990523499+0j),10.700000000000001,(41.40568664589101+0j),3,(4.52982272290868+0j),12.8,(38.11269070003177+0j),10,(16.005130834256573+0j),12.0,(251.5749646526169+0j),32,WW
339,(2.283311750674419+0j),13.013013013013012,(30.463824508989642+0j),1,(3.3448762716148868+0j),13.813813813813812,(35.043502392191904+0j),6,(9.80720822592467+0j),13.013013013013012,(120.30101811968643+0j),29,WW
340,(3.130881817039059+0j),11.588411588411589,(44.062656165596096+0j),5,(6.099311879393905+0j),10.18981018981019,(74.04156339804199+0j),11,(16.259945628693426+0j),12.287712287712289,(246.5263731612639+0j),38,WW
341,(2.747398827354343+0j),10.700000000000001,(36.24519879448058+0j),5,(4.713174305013851+0j),11.5,(48.740059052161165+0j),7,(16.40935503688923+0j),13.0,(156.66111722028316+0j),41,WW
342,(2.363085076469849+0j),10.0,(49.13749558111613+0j),5,(4.003545067095073+0j),12.700000000000001,(66.2639519605922+0j),8,(13.023051081535032+0j),13.100000000000001,(115.58351538051767+0j),35,WW
343,(2.0935919840576034+0j),10.100000000000001,(33.49099357051744+0j),3,(4.123421523469762+0j),13.200000000000001,(42.64599490118809+0j),7,(13.800697586168356+0j),12.9,(181.06364496222596+0j),33,WW
344,(3.10790378163995+0j),10.5,(38.97282828521162+0j),3,(5.148901268717986+0j),10.100000000000001,(66.43125366554557+0j),12,(11.83157496729819+0j),10.100000000000001,(248.98424167790827+0j),25,WW
345,(2.864593231386781+0j),11.0,(37.80738595390599+0j),4,(4.997029905235186+0j),11.0,(52.88132078965115+0j),9,(12.826194726830943+0j),10.9,(106.00041855040867+0j),40,WW
346,(2.4057894179191806+0j),13.600000000000001,(25.637181427075515+0j),3,(3.3657353609284892+0j),12.5,(26.80909704974873+0j),4,(10.035364093639243+0j),12.3,(205.69000458471365+0j),25,WW
347,(2.0224737033960243+0j),14.8,(23.724433787394073+0j),2,(3.464162873959188+0j),16.900000000000002,(27.274411871861354+0j),4,(11.330849487863798+0j),12.8,(106.66572455601934+0j),34,WW
348,(1.726541777858659+0j),12.5,(19.901615522897167+0j),0,(4.494417912412406+0j),12.5,(53.25807009447844+0j),9,(10.645738486085923+0j),13.4,(112.45333065969875+0j),33,WW
349,(3.076787935126843+0j),12.600000000000001,(25.053343429593877+0j),2,(6.756946001075625+0j),10.0,(101.90218178819443+0j),16,(17.919249541393174+0j),10.8,(143.90258224811157+0j),52,WW
350,(2.497160203572105+0j),12.112112112112111,(29.15246815910914+0j),3,(3.8465167259677697+0j),11.411411411411411,(43.339071258051796+0j),7,(10.44324095679704+0j),12.812812812812812,(100.11541467602673+0j),33,WW
351,(2.5621590385343924+0j),12.9,(30.199625362010757+0j),4,(4.968317842007467+0j),14.9,(42.38368751927251+0j),9,(12.772868279575441+0j),13.0,(137.57439210624858+0j),39,WW
352,(1.5959086761113594+0j),11.688311688311689,(23.009389383580746+0j),3,(3.077370772344143+0j),11.688311688311689,(38.91270979397571+0j),5,(8.524732941686299+0j),13.186813186813188,(147.3453051060489+0j),22,WW
353,(2.8383786135373246+0j),11.3,(35.58054737789024+0j),4,(6.200599278354344+0j),10.0,(63.87586392971117+0j),19,(15.935982525590973+0j),12.0,(150.07811877298627+0j),40,WW
354,(1.7242358224039325+0j),10.600000000000001,(17.335688085829794+0j),0,(3.726044716154765+0j),11.200000000000001,(30.75156111123238+0j),5,(9.916028938399096+0j),13.100000000000001,(96.49212197481586+0j),24,WW
355,(1.6160184043246368+0j),11.600000000000001,(14.443844319964422+0j),0,(4.21847949516589+0j),15.4,(28.801582745333604+0j),6,(11.738753393303464+0j),10.600000000000001,(85.8859137966036+0j),18,WW
356,(3.317081613236711+0j),11.0,(18.698177788772053+0j),0,(6.530883078652202+0j),10.0,(68.5859985015793+0j),17,(4.515656329449827+0j),11.9,(60.4794782498467+0j),9,WW
357,(4.1863779382634485+0j),14.600000000000001,(28.154581574632044+0j),2,(8.372480204103054+0j),12.9,(108.37688114312981+0j),24,(6.058656985255422+0j),10.8,(71.21893286893491+0j),14,WW
358,(2.39309461227627+0j),11.711711711711711,(13.588525827052251+0j),0,(4.934734713562383+0j),11.11111111111111,(51.224291709831085+0j),10,(3.2602207438700397+0j),11.31131131131131,(51.88826921504836+0j),5,WW
359,(3.3513378314895896+0j),14.285714285714286,(31.180344204344863+0j),2,(9.85150359461913+0j),11.08891108891109,(164.26962813145542+0j),27,(5.850660705451987+0j),11.588411588411589,(136.6367113288975+0j),16,WW
360,(4.7471084425799805+0j),14.700000000000001,(71.33361048091459+0j),9,(9.53001506193707+0j),10.600000000000001,(121.06615444257925+0j),28,(6.24459186635609+0j),11.0,(84.04770890004251+0j),18,WW
361,(3.433680070041173+0j),10.3,(35.69199423225319+0j),4,(6.159874338061934+0j),12.100000000000001,(51.08239977519221+0j),23,(4.125969227906875+0j),10.4,(62.523287754181524+0j),10,WW
362,(4.485397680654052+0j),15.700000000000001,(31.64542970872605+0j),6,(8.76483026439324+0j),12.9,(90.36965066085855+0j),32,(5.76259400066202+0j),11.8,(80.26659032094959+0j),16,WW
363,(3.12696724762679+0j),10.01001001001001,(27.193921660712416+0j),3,(6.871353971800163+0j),11.31131131131131,(90.23443134271928+0j),23,(4.679133024997103+0j),10.41041041041041,(82.63567723977853+0j),11,WW
364,(1.74161374985455+0j),11.688311688311689,(22.250794153632015+0j),1,(4.244943558410914+0j),13.786213786213787,(49.81406447408262+0j),9,(2.9965455670067462+0j),10.68931068931069,(50.75586351991304+0j),6,WW
