,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean,x_range,y_range,z_range
0,0,-0.0053519520092739125,5.152016268397713,-5.439120329650795,1.9857500731248576,7.614218187814467,118.35185720804155,30.0,74.65830130458998,0.005274783606987251,6.078010728794637,-6.060333448886455,2.0829815963680964,8.39618459699213,97.7455206212757,32.0,79.64467390927264,-0.02382332428227344,8.017580616598952,-7.8471766453527465,3.081390977265368,18.442263557107474,234.65515356407604,70.0,197.57803671287175,10.591136598048507,12.138344177681091,15.864757261951699
1,10,0.025684806864186047,5.282996982631824,-5.140133513660321,1.7135824085257516,5.7140896206787195,208.14551157339463,15.0,58.41623996866205,-0.015268964193195402,5.779843188266864,-6.079373513187563,1.9645324124402064,7.568823346392147,155.96817519771,20.0,72.92629371680101,-0.009995023492816396,7.828366824934955,-7.931246769560309,2.412973627209315,11.449185009504339,176.33457622513623,42.0,128.0160458043964,10.423130496292146,11.859216701454427,15.759613594495264
2,20,-0.01571438418106978,4.716025202274045,-5.177700015663432,1.6543064672629764,5.330047308852413,59.48902518093447,14.0,56.829988985140446,0.0028766482424599795,5.7852728274505045,-5.981585295363038,1.9745191638634487,7.4946244988131125,72.17201126381985,32.0,70.87456102848019,-0.02328453081720261,7.9824542619934835,-7.723167303809864,2.564656658121482,12.78586945445169,132.92179664654327,49.0,138.98423130039944,9.893725217937476,11.766858122813542,15.705621565803348
3,30,0.009188209632863657,5.127759105065725,-5.35034517761177,2.021069935784112,7.836995211206945,120.37229549008543,29.0,78.27759713411679,-0.0004033549738388009,6.233773549376985,-6.223296039329267,2.349311020170735,10.730904374957946,212.0926533005522,34.0,94.62872441748597,-0.012886604520489873,8.099987344704228,-7.991977653850464,2.930741403109484,16.877784760058603,267.42043614219017,59.0,176.3565577938398,10.478104282677496,12.457069588706252,16.091964998554694
4,40,-0.005982355704806632,5.26201910698819,-5.064275406785217,1.6209065755972822,5.168792008461497,106.37227342877034,16.0,50.73287315734505,-0.010193186526145186,5.7368471051959045,-6.208940948254725,1.9477968689773735,7.273690507939633,98.70493007153779,28.0,64.69470199994073,-0.013410134561367124,7.686745104335738,-7.727833307113977,2.5109941890808427,12.4243630285428,161.89827244266624,50.0,128.42221148256937,10.326294513773409,11.945788053450629,15.414578411449716
5,50,0.001524233216877896,5.1919480281454415,-5.289049563858796,1.6912098772221504,5.64459881198554,83.33399367788702,20.0,56.03414482313074,0.002692335813518878,5.880409407442879,-6.0206580977437625,2.024205285826853,8.036021030017181,202.38722236506163,30.0,72.29967226137892,0.0002261682947794288,7.999346866929744,-7.857327011279384,2.4913773200588807,12.268869046932018,124.99847983557869,50.0,136.41848202360418,10.480997592004238,11.901067505186642,15.85667387820913
6,60,-0.002498631631538636,5.349088397330265,-5.082048084101752,1.658748306239849,5.215530333319741,55.43021397116135,17.0,59.19462857384488,0.01208098758789209,6.234367279906509,-5.506543743207233,2.046734781670871,8.094414595647867,167.6237070528114,24.0,77.6856882306039,-0.0302535878711193,7.9272874384518985,-7.8968824649110045,2.5896566722239136,12.874764765067672,158.94397638869694,49.0,149.26912686663252,10.431136481432016,11.740911023113743,15.824169903362904
7,70,0.0027246751289345,5.367246094135325,-5.260391323865919,1.80976010233461,6.437820716864572,79.78663289886123,24.0,70.91409227569255,-0.0030889023374818213,5.571054083353412,-6.161449579389329,2.2170362999774866,9.659958328846445,257.928305801207,23.0,88.42057045123934,0.009888397029741945,8.121413632382326,-7.276146417118807,2.7841782030716167,15.209770604756407,248.5089081062232,58.0,167.4537679144824,10.627637418001244,11.73250366274274,15.397560049501134
8,80,0.004831348049428223,5.214265550696767,-5.428047578908696,2.0854924789660774,8.51699001065725,170.09395654542445,31.0,91.22699498488538,0.012107585560710989,5.990759304023732,-5.909425884438447,2.400559046800013,11.174952187264102,348.4061360379446,33.0,101.23465481483913,-0.03540029865013556,7.559035904744196,-8.11094244798437,2.7319235968597035,14.247018691680994,104.68912287759777,59.0,165.7005202724213,10.642313129605462,11.900185188462178,15.669978352728565
9,90,-0.032482850522325094,5.4509544983017575,-5.451351594507413,1.9998202855626313,7.72208949223315,83.77022523549807,28.0,86.03051096691705,-0.035219472184994036,6.125741758912609,-6.003995071139261,2.465336039137983,11.687892215158563,190.45275161083134,38.0,108.85353602931612,0.03321377180871334,8.095475401053777,-8.104040424790803,3.1472933331350537,19.19235061025375,209.35933235293248,65.0,205.41812330982165,10.90230609280917,12.12973683005187,16.19951582584458
