,time,x_mean,x_max,x_min,x_std,x_range,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_range,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_range,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean
0,0,-0.002342528071805967,3.198308591796798,-3.19779098088026,0.8522525749527063,6.396099572677058,1.4015157186473615,29.850198552998307,2.0,14.75230155026725,0.001055538803220014,5.153906449299671,-5.033893667699622,1.3349537279415526,10.187800116999293,3.4841719631790733,117.2774254970233,9.0,33.27383745425364,0.0021457163511197077,4.089590628475359,-5.195166069724742,1.4090695889240576,9.284756698200102,3.782159968696537,65.19212663510275,10.0,40.34880049255054
1,10,0.0022774313906681557,2.7621117530249557,-2.652246543250337,0.8628516234489997,5.414358296275292,1.457452678510208,46.069745594170946,3.0,14.232424183739345,0.004758556802098081,4.3657073051935855,-4.238251265784038,1.4137165323282117,8.603958570977625,3.8960156362972844,87.29958389133913,13.0,35.69216848109543,-0.0008334788062263519,4.386489460198982,-3.969317009055243,1.2680252979558562,8.355806469254226,3.175313293411964,54.037585191399295,10.0,31.836361008974674
2,20,0.0004013591730852717,2.704001420633781,-2.5639124597037806,0.8871917822563604,5.267913880337561,1.559309822393878,119.01992515524643,1.0,14.43893855984271,0.00013706503841883188,4.595486933578993,-4.385086022722465,1.3170117740890852,8.980572956301458,3.393312303388929,158.56708689998683,6.0,33.298129977150516,2.5853427616501888e-05,5.545140031391981,-5.478148892444636,1.390236614570146,11.023288923836617,3.806441628230319,194.37644892276464,8.0,35.66031976591178
3,30,-0.0009520837968923397,3.132221318258378,-2.848362589509456,0.9621241429026827,5.9805839077678336,1.829112448876986,81.267251355911,1.0,17.231292340564078,-0.0021754387124669414,4.7850691250237665,-5.208285587140665,1.5077376570201042,9.993354712164432,4.467421236600122,106.52964823522343,13.0,42.114940324757,0.005568012640374321,5.4403185689245595,-4.698624692121245,1.5579796707358369,10.138943261045805,4.778612251691647,98.90042118608994,17.0,46.86328163225783
4,40,-0.016458287377956026,3.156389054234541,-2.987703938210432,1.1506659182014505,6.144092992444973,2.587309768221257,62.27377233035792,4.0,26.443486912311517,0.03922463087072559,5.258364379362622,-5.023203332800068,1.9394323763341133,10.28156771216269,7.165464902036663,187.92926020199485,25.0,68.04304941244352,-0.006494394725523547,5.507435596073432,-5.5433373799117485,2.0943505790246926,11.05077297598518,8.401942491214232,219.37003206052702,27.0,78.93674333481245
5,50,0.0037019623996074904,3.256866687653087,-3.2012499852616965,1.3856595901553446,6.458116672914784,3.727323501218535,96.5507281521006,9.0,38.38555630801057,0.01305245852309762,5.269295347397765,-5.2547727477494215,2.1820411105612947,10.524068095147186,9.059930552307051,160.1409597780121,31.0,89.31548691628264,0.017297163922511856,5.337919806261574,-5.503696764032919,2.074807601410511,10.841616570294494,8.275071281556922,67.65751401910397,37.0,85.85557821343248
6,60,-0.0011348755454742485,3.148888169914035,-3.209548851538296,1.134004829242266,6.358437021452332,2.533953463920994,100.21897718657844,7.0,23.626233235826746,0.0037138553352491104,5.111377368355641,-5.245124653745524,1.6403743696813546,10.356502022101164,5.263275233931091,110.58368236571039,11.0,51.754737744098335,-0.001529942161327095,5.498932287250616,-5.429571390165356,1.7995656731481398,10.928503677415971,6.326559026198417,188.27890066002053,17.0,62.064963388189845
7,70,-0.00974666409078023,3.2274402577571317,-3.2239935928012446,1.2013223004761677,6.451433850558376,2.821793397152976,88.34679215444694,6.0,27.52617152278204,-0.01591097997407972,5.086493963799136,-5.268726597551361,2.0710821366142986,10.355220561350498,8.309996583597014,243.7827107742711,28.0,74.91427378872538,-0.03789558676623354,5.428364880287055,-5.399161043105494,1.8507984456459237,10.82752592339255,6.610429799775308,113.92818736767894,23.0,67.81565083933772
8,80,0.0067518672682339125,3.167186068488196,-2.9243337720364138,1.0602163485373088,6.09151984052461,2.219913461835736,62.9852454065091,5.0,20.64456926170699,-0.01061269359024621,5.008971028145429,-5.0914828482568035,1.6851557568135935,10.100453876402232,5.565212597038893,70.73029854376966,21.0,52.60627373379063,0.007157453531976177,5.32668389835855,-5.01123178561317,1.6513770053184367,10.337915683971719,5.349713571692745,63.7090936188021,21.0,51.6027844325037
9,90,0.004521641901682857,3.1801686643070934,-3.2442404559840297,1.328226354125192,6.4244091202911235,3.4691537546680316,78.32436761981445,9.0,32.47582799350977,-0.037512847493430757,5.234180694260387,-5.219187135958814,1.9087381102002103,10.4533678302192,6.935698001819576,185.28191969020017,27.0,66.49956727277691,-0.009074444287923042,5.447350493166784,-5.371606894048315,1.9407661776452219,10.8189573872151,7.261262185066272,88.0897510520538,27.0,73.78847573873186
10,100,-0.006851116276387341,3.081431001725723,-3.146131004824822,1.1116543048307126,6.227562006550545,2.417650199146667,142.7736977348379,4.0,22.553370247290506,0.005871864745186256,4.301734032955851,-4.73548775781155,1.5217562203341433,9.0372217907674,4.503549101244682,124.42374624205642,14.0,43.0280632151052,0.013466094815546049,5.538362281715385,-5.482889850698426,1.8757920148910336,11.02125213241381,6.906243472520678,269.7207829919355,14.0,66.8930943757272
