,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean,x_range,y_range,z_range
0,0,0.0012285375377293535,4.275593375389237,-3.968141030847412,1.47473690141569,4.042831336980002,51.19446843497712,11.0,38.813573152270095,-0.0001371858432030613,7.801203069271747,-7.974589271750437,2.3566797068666308,10.789343681637586,302.39640420205933,39.0,91.68456670491582,-0.02961537223536651,10.434563755802877,-10.501845791742864,3.6589844195059307,26.203137829251443,569.9610511691669,72.0,248.72125183230813,8.243734406236648,15.775792341022184,20.936409547545743
1,10,0.0030245865106476332,4.123674855148367,-4.128897111146877,1.2425836926730154,2.9656585540262212,23.41427258179123,3.0,33.47986308523724,-0.004308809687571551,7.689571608792296,-7.979389006270937,2.615878482808572,13.111741295707752,348.7022780194752,38.0,117.4691148294483,-0.03969457483046834,9.794022311386485,-9.999404479203504,3.666087451229888,26.326075805017933,831.081676297982,68.0,258.00496819856204,8.252571966295243,15.668960615063233,19.79342679058999
2,20,-0.00672199285655912,4.2504640505475315,-4.1941813862011115,1.6738228860951718,5.224558095035627,66.66272372202745,16.0,55.417297693306566,-0.03239154037662257,7.9888910117256575,-8.06315847879511,3.1617771892876387,18.865152748085865,401.8062230283513,51.0,169.8842083022491,-0.03577785257723866,10.531863474669104,-10.386660312142208,4.13211729624064,32.72922406103556,830.5616709954664,77.0,318.491763331826,8.444645436748644,16.052049490520766,20.918523786811313
3,30,0.01663867735290872,4.1244101129651645,-4.2385859819105205,1.4186136824776396,3.949655680361747,51.837343680798206,10.0,42.340271327938545,-0.0016033735516910754,7.9166075425901985,-7.983259240298438,2.6848825066320336,13.965766334310166,273.8896199465976,40.0,116.38752087050719,-0.027918701097480403,10.5537700333806,-10.571188763149863,3.348837121950377,22.063647709058156,356.58100031379263,54.0,223.5336740651486,8.362996094875685,15.899866782888637,21.124958796530464
4,40,0.010296774340983122,3.8478229797115926,-4.261326650401194,1.3773393774158518,3.749386733406658,74.9473543458841,7.0,41.035000311407025,0.0284589448273918,7.5581750265043,-7.455458625296446,2.9198787974940594,16.691235311250292,382.8245707686049,42.0,141.16925913927665,-0.03340087115806845,10.505237412853862,-10.439374983715481,3.481088854964148,23.9299520693109,538.8473308118794,68.0,242.07500238828663,8.109149630112785,15.013633651800745,20.944612396569344
5,50,0.029281127138032,4.2028640211051185,-4.07076179600684,1.5656415987600925,4.74675572826186,84.39830411061989,11.0,50.01984826368954,-0.024684035666908664,7.729532388201897,-8.089419587992113,3.1973289056920278,20.099111927942037,345.11025162590084,60.0,168.9055775214011,-0.015835446673783428,10.13089105676761,-10.498860163180176,3.810425441726988,28.545286253989723,368.99379677566805,77.0,298.4519680795047,8.27362581711196,15.818951976194011,20.629751219947785
6,60,0.0004346015756644057,4.265752190150181,-4.093325383153209,1.548710636840129,4.690154169570333,92.47806738658043,14.0,50.191187859456754,0.008431378230246827,8.006066840428211,-8.095481348008736,3.0637610850345554,18.179981840810708,612.3561994673954,39.0,160.6098068706202,-0.0621814882419986,10.255206482737712,-10.590663595218109,3.6999425932447085,26.447851570519994,800.5706496667009,66.0,268.5430775120644,8.35907757330339,16.101548188436947,20.845870077955823
7,70,0.0038590719596391667,4.138734543134764,-4.236755385795663,1.3263338140385743,3.4939736262259213,103.1365077974606,9.0,35.654794088283644,0.0035876084188068355,6.8556641515714105,-7.651864625079652,2.428032379280325,11.572485277903047,219.4867285036346,37.0,97.72771049181812,-0.02696362456886457,10.32828447050058,-9.25896360699994,3.0335461368140964,18.002834074393355,325.8080482797544,60.0,185.33938548236648,8.375489928930428,14.507528776651062,19.58724807750052
8,80,0.011172986863007687,4.225104678590595,-4.059066569596121,1.3754630210227528,3.6857071923379894,63.53822019348955,9.0,37.87499587093923,0.029895684622472822,7.511994253159791,-8.06090690755201,2.6570691320420745,13.578706464491564,294.84215125240326,49.0,119.93093928355242,-0.019895993542993148,10.018007348971617,-9.932340849249421,3.2204075326755803,20.41188565004572,267.87788490780935,61.0,203.96347428303494,8.284171248186716,15.572901160711801,19.950348198221036
9,90,0.017188376152395057,4.181155872506698,-4.099183337302288,1.4957242624384843,4.355993282113451,65.33816096612843,14.0,44.62419964027735,0.01604582353124939,7.369291694484986,-7.555957473521082,2.636351889186216,13.114021487198958,222.3257064760388,37.0,118.21476862050004,-0.02553843575927595,10.430555518308283,-10.49222896507532,3.5298926243888213,24.14030042585007,452.4110259388587,75.0,256.1264805210457,8.280339209808986,14.925249168006069,20.9227844833836
10,100,-0.004226790529467872,2.964388271996702,-3.434923956289233,1.0656006121803923,2.232035570425769,45.09732859628892,1.0,22.743980370226968,0.035894925994789766,5.930064762724372,-6.316611044181412,2.017085352272313,7.66251843443234,177.0359343670234,12.0,69.5641028467077,0.008671105576187383,10.16745079412982,-9.947163534840513,3.2953402568571115,21.3235113893015,393.45602163877487,29.0,195.16790167127658,6.399312228285935,12.246675806905785,20.114614328970333
