,time,x_mean,x_max,x_min,x_std,y_mean,y_max,y_min,y_std,z_mean,z_max,z_min,z_std
0,0,-0.023555043007331848,4.693939652412974,-4.398472526305863,1.5374363607664625,-0.021504837926842407,6.466104934250701,-6.900271890438735,2.2469194399416432,0.029659854919895118,10.601084679200534,-10.160698723252523,3.632514096856717
1,10,-0.010681172879387194,4.536971374371356,-4.7140055573456685,1.4126600297134853,0.008564279344817145,7.114109883294228,-7.2161233024036155,2.344217355980193,-0.05395077978188783,9.964792136991116,-10.502233633806208,3.8134372768024023
2,20,0.014294190800066957,4.633916437146754,-4.576588469739317,1.5521689190137697,-0.006276650593772208,7.246332104150441,-7.302811297971464,2.5210862041905155,0.01322660942631448,10.485969449561363,-10.355588065167463,3.3625930215989337
3,30,-0.004813191271076649,4.505876761641853,-4.65068302183772,1.7662923791732246,-0.012598859509046975,6.895536022149451,-7.242226056121362,2.86054332889503,-0.09438676494162479,10.527845925071516,-10.205840961619833,3.344096852057852
