,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean,x_range,y_range,z_range
0,0,0.003194748845242957,6.449854228820406,-6.79527105237826,2.0258109982341526,8.039067865032276,79.4531629864736,19.0,117.34473962453255,-0.01534520711170997,10.369620694509724,-10.473326486855395,3.0942520374146736,18.338604947455742,133.53872484389228,81.0,248.42822160147713,-0.04326681128999963,8.909620096863494,-9.094396831388707,2.893496193444845,16.06284839030711,227.46652752283342,62.0,193.2348830665655,13.245125281198666,20.84294718136512,18.0040169282522
1,10,7.771421222170804e-05,5.822680279064119,-6.775222647412457,1.9706669819084917,7.641875905969358,46.58312989069361,20.0,113.3662732286059,-0.023164059309117233,10.76452011241194,-10.76819026344674,3.154745029609074,19.296239380585792,155.0343712391145,78.0,266.62616441501797,-0.001647612691424003,8.7531081098926,-9.325905241946156,2.8139425602348926,15.510579093591016,177.92138413200018,53.0,188.22811301647752,12.597902926476575,21.53271037585868,18.079013351838753
2,20,-0.021363718591106796,6.5936030730818915,-6.711852862400928,2.4647476410439317,11.776205073691868,74.14550690648683,39.0,164.54599902810392,0.03129353884690666,10.826216372405312,-10.728321691315168,4.133825093682736,32.570335938667704,288.88121108079935,103.0,436.6563651725558,-0.07240145439383126,9.567946273310179,-9.322240663894783,3.6825922990489977,25.458423959024575,327.971876209623,76.0,284.45362155631915,13.305455935482819,21.55453806372048,18.890186937204962
3,30,0.032043731503441586,6.772195215159483,-6.791412042075361,2.594855910959561,12.888486498838885,114.73484478645811,49.0,187.83992895612542,0.006381816609566492,10.834847675086555,-10.789882639888045,4.035517074769841,31.367594225806183,203.51520278323662,110.0,413.35602404911253,-0.0377356290297719,9.662562783162302,-9.56178794886518,3.894933848321025,28.816738120187253,442.57375561945287,83.0,333.599855286998,13.563607257234844,21.6247303149746,19.22435073202748
4,40,0.009931703034722655,6.6901736487978205,-6.549944197215968,2.4388348768729964,11.531055976400026,80.44819475903215,44.0,167.84126899068045,0.026985056053252875,10.559703118834602,-10.59973120287799,3.584328202239648,24.495769201152804,170.39081898247267,103.0,348.7862842885348,-0.02325684190170032,9.338965433869204,-8.967945785460486,3.2393707424935534,20.263642637080643,175.9219663311029,73.0,251.15757088528255,13.240117846013788,21.15943432171259,18.30691121932969
5,50,0.03580821998020603,6.734401301519167,-6.662963194664702,2.2418067456117323,9.596084700347737,83.2854421740875,28.0,145.04996375563107,0.012186167759379028,10.79893982545301,-10.671644452147262,3.4629058148138756,22.88059000509498,126.12338007765034,107.0,330.3709041395011,-0.01928472569215004,9.665269984411808,-9.118662989564667,3.305593318017149,21.167826047894962,203.85041822874047,78.0,265.48898848433504,13.397364496183869,21.470584277600274,18.783932973976476
6,60,0.008069811324071637,6.206488774489259,-6.599171310399757,1.9259645317687573,7.230224854431674,86.29783281284388,18.0,101.45362729354734,0.01233120841057937,9.811142449062418,-10.086569503224217,2.9644305615542685,17.062193922852178,150.9638520825269,75.0,238.10789096452461,0.001587256991187135,9.257300141274268,-9.270890603288963,2.7067942653622934,13.975798985024111,104.86094383225442,59.0,167.4885962582316,12.805660084889016,19.897711952286635,18.528190744563233
7,70,0.0070060867320755355,6.4078690216313765,-6.580487779900303,2.161432681561546,9.112713385739312,46.92652469068135,28.0,142.15665690321865,-0.01575020267023596,10.186574325035462,-10.719200561138999,3.462917429143852,23.22063090588229,264.16280430396523,95.0,318.60065200342757,-0.028760841164178257,9.423525674423075,-9.518748256340078,3.0662295397838433,18.19347064268385,250.77857753370554,68.0,223.19201706096436,12.98835680153168,20.905774886174463,18.942273930763154
8,80,0.017479230012378666,6.754823238852997,-6.6537725037454445,2.6680937609076825,13.614150696136592,92.57179144173027,58.0,201.47612971974482,0.10211114058057796,10.697315287040515,-10.58595386936528,3.9431939204910424,29.775143472598423,200.9481891345588,110.0,394.76115527420086,-0.05187188665007098,9.547507485265452,-9.442986651377836,3.5040584728158413,23.413261904393355,225.1557227337992,92.0,296.33825378669746,13.408595742598441,21.283269156405794,18.99049413664329
9,90,0.016123908685763588,6.739936791842648,-6.469228655884383,2.2771445855067856,10.178982179167004,94.34469823897625,18.0,136.32116905774427,-0.04610026163679516,10.47227591884478,-10.582199494062674,3.9944551128952916,30.638568838429492,258.9644159993136,56.0,401.93360334940274,-0.011074711289711459,8.219012161696531,-9.18803616609964,3.469541952649036,23.29326176524529,265.4199877886496,39.0,291.81566058670035,13.209165447727031,21.054475412907454,17.40704832779617
