,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean,x_range,y_range,z_range
13,130,-0.004835498257956189,4.785661417695438,-4.27110636542237,1.5587962627678014,4.785989190101944,136.22556905998593,17.0,42.99547125116058,0.004908665252864152,4.768398484170867,-4.982151041212976,1.738201697843182,5.8998792224960805,170.73501482361263,19.0,47.446329296582505,0.0016846740089824781,6.121333024815841,-5.781870784761393,1.9720600279622007,7.66189101850158,167.7136667767896,31.0,76.15585390320973,9.05676778311781,9.750549525383843,11.903203809577235
14,140,-0.012168688650856524,4.809298564493671,-4.647743642712044,1.648963291007068,5.359219998742546,125.10360562543241,16.0,51.03922842164714,0.014783380955114864,5.055963640768791,-4.958506565667838,1.8682213780128056,6.830581046846159,152.4254372604469,27.0,55.9719479864833,0.01084274956875079,5.606321158497913,-5.8308062167411405,2.1104200965408557,8.72901656744411,153.02936146677365,29.0,88.90876524540079,9.457042207205715,10.014470206436629,11.437127375239054
15,150,0.00135909190292388,4.746384229660715,-4.721010840684551,1.7058021364274798,5.6535113755142,162.75620231419614,13.0,54.22179948372639,0.021271896604531007,5.111356695123571,-5.073072189102991,1.9963290850653352,7.798525791589461,233.03293308356453,28.0,62.94594628402425,0.023935901914362887,5.801951543627974,-5.714749721369218,2.042956883625299,8.207722967688388,120.86871931356363,30.0,85.93147530377308,9.467395070345265,10.184428884226563,11.516701264997192
16,160,0.017628549968011786,4.704834739029481,-4.780785524329233,1.6685601903180847,5.397404186862467,68.16878998479802,18.0,52.96772536959012,-0.010105566980068755,4.832033542426827,-4.965023344468486,1.6174239494582523,5.004658295422254,119.43274324495258,17.0,43.28467176787901,-0.016064091972990586,5.990228512725059,-5.735839539617594,2.1281597724042625,8.791578550140853,130.02249863540695,37.0,93.09714497567855,9.485620263358715,9.797056886895312,11.726068052342653
17,170,0.016362791711325382,4.752398463567316,-4.8342715289759095,1.7583533116083991,5.948958455417844,128.05498975851302,22.0,52.44079748989063,0.029003996601704548,5.024100704619278,-5.030586197679037,2.025733084311586,7.799173002463254,190.62549814856175,23.0,62.539441744092656,-0.010486494849606589,5.823301918646326,-6.085437767971522,1.9794056405861606,7.6121814855098116,112.20049872828898,32.0,77.10560959855094,9.586669992543225,10.054686902298315,11.908739686617848
18,180,0.012965878548094873,4.796643567980119,-4.393250672031513,1.8507863290973616,6.479538462761735,86.65613703911663,23.0,66.56944511099117,-0.006478340434998512,5.021697215844746,-5.0394888831601845,1.9635321171334088,7.479204755524035,215.91906275075704,25.0,64.05643914823679,0.00964346175476183,6.09116288753979,-5.94868075397476,2.6679171340221903,13.713209173147302,170.92849191611288,55.0,144.2741869994752,9.189894240011633,10.061186099004932,12.039843641514551
19,190,-0.005634706283721922,4.570361148771934,-4.601461785794282,1.526393996352085,4.579697818094249,46.79774076347727,17.0,44.554964716246054,-0.004848649914726366,4.915001807761124,-4.992695436457486,1.6158162372218894,5.098541441125987,95.91198977294816,18.0,42.53087825569828,-0.01116626397316972,5.536341928242544,-5.925994909366926,2.034511643676153,8.150841209712295,154.07609368910528,29.0,78.18099859833178,9.171822934566215,9.90769724421861,11.46233683760947
20,200,-0.007143690289140947,4.755721100352148,-4.793479188568317,1.8078093075097779,6.238582859091155,75.50392688720034,22.0,59.20489190014589,-0.017913197362565365,5.068438602063315,-5.091620917360144,1.8640511081825002,6.570602917971235,162.46861176875396,20.0,57.94363729489321,0.02544436283484282,5.969370758123553,-6.116562106912693,2.3589304019308734,10.579531193920985,187.14449636484926,38.0,104.69808258004139,9.549200288920465,10.16005951942346,12.085932865036245
21,210,0.015888580006548657,4.801324568698083,-4.769113576872608,2.0193489441452317,7.827420530160229,114.53678921346547,31.0,76.4053428904125,0.02036240521290217,5.0388682256261115,-5.123511340066001,2.101734372918005,8.406512643507831,127.79240542677474,37.0,68.11324538162002,0.0002269266377867174,6.115876741987876,-6.1170407149002015,2.4826920367528524,12.031823410917589,234.60595362233002,48.0,118.45032007371655,9.57043814557069,10.162379565692113,12.232917456888078
22,220,-0.02995311644966566,4.786786590080498,-4.525744910411142,1.5377854694791047,4.562831448895579,84.51360220683752,11.0,44.35287640022049,0.0006827470238897648,4.663125410066868,-5.083510602303853,1.6052385753877012,4.95401917016104,93.18101253814125,17.0,41.88556226304218,-0.04508713973111789,5.326421587939731,-6.121896902286048,1.9216914962496956,7.164606168776535,87.05098844377746,30.0,73.70190664736745,9.31253150049164,9.746636012370722,11.44831849022578
23,230,-0.010139647712120411,4.763996738719559,-4.779558412702278,1.72045468527813,5.703011015445843,110.76626224611248,18.0,53.65255340050951,0.007275175244453807,5.093450312774643,-4.71712986512955,1.7991058265697506,6.302800729040982,134.60652656950674,18.0,51.820196318397905,-0.01352474513691092,6.000696495277658,-5.9400060156532914,2.082956637127101,8.356698275882085,131.89681950632684,31.0,85.52953418116486,9.543555151421838,9.810580177904193,11.940702510930949
24,240,0.0004481114368145329,3.4005747831365283,-4.160811208626305,1.1284270949525426,2.52141571850101,59.21107627550031,8.0,22.23718362947553,-0.008811796897305048,3.413153729899685,-4.244273827464225,1.2012750579966194,2.8066037076695998,90.07380037639098,8.0,23.518123200096387,-0.0026185310038017075,4.680339218183937,-5.0050347760990475,1.3982778228152455,3.8679475642438796,70.01582231340123,10.0,39.37812935053711,7.561385991762833,7.65742755736391,9.685373994282983
25,250,-4.015276010889313e-05,4.605753739600966,-4.493043316615911,1.2169899708029661,2.910941501542246,42.526783633111904,5.0,27.08903974746124,0.006280295914427782,5.0570776902032355,-3.670548394356839,1.199404940648115,2.774035248145516,40.721033441403804,5.0,23.76066629216355,-0.01030931296901148,4.976422090590341,-5.93034183805304,1.428954951055529,4.028163088992406,63.31990071112959,12.0,42.70798050020628,9.098797056216878,8.727626084560075,10.90676392864338
26,260,0.0037461271751660927,2.9266748603420054,-2.507845303776942,0.9640820153984662,1.7864913420332267,17.91155998540551,0.0,17.32556881654974,0.002080544969274224,3.453118969581957,-2.7241085360020696,1.0140605744352642,1.9853907333189789,32.0146315817026,1.0,17.693173514380717,0.008166491285798778,3.2241017178872937,-4.090549178956703,1.181031157580837,2.698873520121744,32.82387643499101,3.0,28.03687817938346,5.434520164118947,6.1772275055840264,7.314650896843997
