,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean
0,0,-0.0031629236415062663,3.3000322175190098,-3.243733022837356,1.1328785295615649,1.283423766827536,71.09962812391184,28.0,128.34137627415737,0.0032515675978205755,5.341450140872435,-6.071605666123919,1.7488957282102793,3.0586468408440064,146.69020054429868,94.0,305.8636268152163,-0.021385911133710283,8.936942382537726,-9.104902644587039,2.742670893886175,7.52270098936541,407.8050559288375,132.0,752.224363217039
1,10,0.011372068014888688,3.3232063779802345,-3.351538078117104,1.2360380242983666,1.5279193214423448,85.04297761507709,38.0,152.778999751141,0.014752315770661538,6.131676783240085,-6.22361094050533,2.331314216385329,5.43524360634094,454.4774753272877,104.0,543.5025975520342,-0.007199504431125816,8.938524527398357,-8.992445828521213,3.0771559365259313,9.468940490560836,759.4094063951993,178.0,946.8888657696783
2,20,-0.00480191406179421,3.3319029676349414,-3.316355757366364,1.1903463581814042,1.416947510814389,70.03581172755406,32.0,141.6924452435732,0.00020954063300613712,6.2089565665647015,-6.2182094085107495,2.2993815952183065,5.287155764335961,326.76163720812826,148.0,528.7155720428684,-0.026187696001432222,8.984888260708749,-9.087375764393496,3.3363400599002855,11.131850790717305,419.90580699422645,172.0,1113.116499529544
3,30,0.0063322770387913225,3.23278837943434,-3.350317214065609,1.0506976075693,1.1040055602843464,75.0701203584469,28.0,110.39654625518503,0.002464907796975514,6.16458170802176,-6.21362148286888,2.100582354984211,4.41245230584146,425.0629994020086,92.0,441.2446230071012,0.002574847957565197,8.716751228864787,-9.091469022447864,2.5432189542077595,6.467969278883612,403.22362042191696,106.0,646.7962649041607
