,time,x_mean,x_max,x_min,x_std,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean
0,0,-0.00026879256037195165,4.564503536916118,-4.441993680603347,1.66983374815223,2.7883448187175657,106.62212784345923,98.0,278.83447464681257,-0.010619488984461044,7.389877805838917,-7.435200795746795,2.6829752583367603,7.198469010393499,376.46828929453136,160.0,719.8356236847206,-0.03234518356053442,8.861724179672088,-8.774705097060831,3.0677593624854356,9.412193717016612,427.64921195248394,208.0,941.1147506117048
1,10,0.0006829067263101938,4.604912445312428,-4.4406133498735345,1.4029561672373412,1.9682864735508874,141.6506993180817,52.0,196.8286007189291,0.01259832931571743,7.025750239015241,-7.33077057768408,2.302031119531676,5.29950599319381,197.87724907446147,166.0,529.9347275292262,0.0023152779683204457,8.494266161974798,-8.846762434242097,2.5430509221590425,6.467113353206028,341.900967605107,190.0,646.7107992693958
2,20,-0.0007395857507412016,4.516828173418474,-4.527467125742391,1.7579719320307041,3.090465860794849,110.22380838468075,110.0,309.04653138077674,0.0007905245696411983,7.293886828117497,-7.368784456553817,2.651902849613052,7.0325893487149225,349.7109402864468,182.0,703.2588723785827,-0.04360862093459539,8.717311349487884,-8.84380282288685,3.3093125530875143,10.95345128584242,510.2315375771985,220.0,1095.1549574022602
3,30,-0.0007177252136460955,4.4777290915099135,-4.4798119582616245,1.4386967298300435,2.0698487955531437,81.38133757000972,74.0,206.98482804236613,-0.009722995407165732,7.4318895609636035,-6.953739388009808,2.2728665180332865,5.166016745436443,276.0181525742948,142.0,516.5922208796757,0.01722811791189303,8.670945306555224,-8.383260573881952,2.688803465842674,7.2299608859743625,259.2596245638053,200.0,722.9664077927576
4,40,-0.0034678340463201096,4.568277173727827,-4.570991436840911,1.648172827116637,2.716485693918621,105.57725344908991,88.0,271.6473668045648,-0.007021772667893434,7.3925026796501205,-7.429789426722497,2.877968996194067,8.28275484834568,670.0490483529748,182.0,828.2705543054284,-0.026366939941551388,8.8460483917274,-8.864649997131348,3.218605613337054,10.36011730972668,545.2150560362426,212.0,1035.9422094204797
5,50,-0.0016705858822627804,4.3581974466827305,-4.511571335146316,1.3576940901967454,1.8433360334123576,57.80859143709613,24.0,184.3333242555168,0.00793337642403644,6.6099905720525145,-6.775277021315249,2.4105875814547337,5.810995426325269,182.8799174304519,84.0,581.0932487863785,0.002447547152339982,7.606102657904283,-7.275950513920176,2.139102242690506,4.575764395170617,133.83525334134004,76.0,457.5758404683554
