,time,x_mean,x_max,x_min,x_std,x_range,x_mean_PSD,x_max_PSD,x_PSD_above_20,x_weighted_mean,y_mean,y_max,y_min,y_std,y_range,y_mean_PSD,y_max_PSD,y_PSD_above_20,y_weighted_mean,z_mean,z_max,z_min,z_std,z_range,z_mean_PSD,z_max_PSD,z_PSD_above_20,z_weighted_mean
0,0,-0.021681442650357548,4.78684395774382,-4.655322357970468,1.478688665303049,9.442166315714289,4.247398923301391,48.433857524075464,9.0,52.03995862934318,-0.003724852547183793,8.135560611870606,-7.5454444493928285,2.2059821423938772,15.681005061263434,9.508312297675843,92.08183134016866,40.0,110.58190369971419,-0.0002781880244844963,7.838800173881844,-8.013080971877779,2.3762978511593573,15.851881145759624,11.174559899900466,132.39124669987123,44.0,128.8933483013738
1,10,-0.0017827494204256692,3.954274517955732,-4.297158734513844,1.3488171431830098,8.251433252469576,3.552290520449655,22.290888705811707,2.0,53.1813456183684,0.006785144970456194,7.769083995872452,-7.1812406820537324,2.273492813228248,14.950324677926185,10.074954546952668,128.98610724823888,41.0,126.33421363789749,0.04030398684728698,8.104657290686845,-7.972146776018733,2.558689359485877,16.076804066705577,12.397245655124344,172.98912984108952,45.0,135.40614941203341
2,20,0.0024804317749167115,4.387063662782561,-4.953879819953609,1.5196542166158178,9.340943482736169,4.413102623677434,23.958461279698827,5.0,64.4752169335621,-0.015352337099689058,7.74606837850401,-8.00263722520486,2.3379936071024727,15.748705603708869,10.385152178738432,167.5445742657243,35.0,127.43504006495463,-0.013275867953898249,7.872159568068347,-7.993897924681973,2.3970897213985847,15.86605749275032,10.817578918974776,97.2743370047353,37.0,124.96234221621891
3,30,-0.0024651677736916983,4.833643853789872,-4.993982985959707,1.6428180982770946,9.827626839749579,5.208113900630104,71.4596081191758,14.0,70.70524442611199,0.01623838590603516,7.039207706862182,-7.681892509914688,2.304700193615626,14.72110021677687,10.207053246556,105.79342099984953,36.0,125.29493461457058,0.017073654449563064,7.549667779550109,-8.025544309466639,2.60098151227403,15.575212089016748,13.170718643919939,160.88768872637513,45.0,137.32212769051702
4,40,0.0028235112812535056,4.845495994871118,-4.980117296844165,1.431848260315155,9.825613291715282,3.9734969929993365,32.609389595976616,3.0,54.91064693066907,-0.0015523553835534774,8.184821500536769,-8.11590578225991,2.7807456506336603,16.30072728279668,14.867794626540189,151.22779635083378,51.0,171.15307849805535,-0.021218920669344797,8.092219835829315,-7.821315158755923,2.483359948505326,15.913534994585238,11.63793485458622,143.625295773361,39.0,132.3036737023439
5,50,-0.027420094080212475,4.947452712719329,-4.956878224950024,1.813788096485624,9.904330937669354,6.255004471939324,44.09103723169939,14.0,96.16044214049984,0.01527578313778746,8.110261008209704,-7.986967019608597,2.965826404299517,16.097228027818304,16.180440343704912,236.00121002519816,51.0,176.21864779515712,0.01896140288623994,7.953386203675687,-7.929177245858514,2.81874455441441,15.882563449534201,14.943670223096792,151.71399649171096,57.0,165.08265550148107
6,60,-0.005051803172179204,4.700302096306086,-4.226967804295353,1.1999153456802107,8.92726990060144,2.7941579134359666,25.617453010892557,1.0,38.773529087009116,-0.003011230076502704,7.5915893693825405,-6.4530572330690354,1.9069303289732553,14.044646602451575,7.137361977437326,45.09328767159815,28.0,91.3255523860698,0.001739242197053544,6.90983681735629,-5.6551145343460085,1.8747419333537425,12.564951351702298,6.815876491401836,122.93561349372057,21.0,74.64148113115243
7,70,0.006565907071844528,4.989708786348583,-4.886977461912614,1.4632350737430266,9.876686248261198,4.154539449457693,25.468667712828566,6.0,62.26891756236935,-0.008927349055714448,7.763138098263498,-8.002505290510797,2.4189518640360395,15.765643388774295,11.502379146419816,155.4731731000356,47.0,149.6241797987116,0.0011776212953644514,7.542726348311866,-6.769341858572093,2.118980415766816,14.312068206883959,8.84233578027224,73.29911254954702,32.0,106.60477941228557
8,80,0.012172376806898673,4.824692442158421,-5.01551312055998,1.9036641244377766,9.8402055627184,6.87864462517254,50.78037494676977,18.0,104.87570940412861,0.014985277771700287,7.995538868966073,-8.154094673081321,3.2907280358852598,16.149633542047393,20.670192532519867,181.99348636424503,84.0,267.7837675160999,0.0050495175009344,7.842487893836428,-8.118433439742175,3.125977085704166,15.960921333578604,18.380632365472753,162.11378567578714,62.0,215.01223140845084
9,90,0.03082314734222288,4.979985561170411,-4.900919780967381,1.7088279095571728,9.88090534213779,5.589094666006335,40.882643576953505,10.0,80.53949180160474,0.02344962371956703,7.976635419250928,-8.132488628650831,2.957083816687656,16.10912404790176,16.686349085949363,241.28504220662214,56.0,195.06781676767616,0.009688994881202187,7.967825403967086,-7.998564455241642,2.958095101146322,15.966389859208729,16.865694861931214,249.8862948432892,56.0,190.14316889341606
